NAME,CITY,STATE,NAICS_DESC
EXCELSIOR COLLEGE,ALBANY,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MOLER BARBER COLLEGE,FARGO,ND,COSMETOLOGY AND BARBER SCHOOLS
DIXIE STATE UNIVERSITY,SAINT GEORGE,UT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ALASKA PACIFIC UNIVERSITY,ANCHORAGE,AK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
COVENANT COLLEGE,LOOKOUT MOUNTAIN,GA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SEATTLE INSTITUTE OF EAST ASIAN MEDICINE,SEATTLE,WA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
THE SEATTLE SCHOOL OF THEOLOGY & PSYCHOLOGY,SEATTLE,WA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EMPIRE BEAUTY SCHOOL-MIDLOTHIAN,MIDLOTHIAN,VA,COSMETOLOGY AND BARBER SCHOOLS
OKLAHOMA PANHANDLE STATE UNIVERSITY,GOODWELL,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
GERMANNA COMMUNITY COLLEGE,LOCUST GROVE,VA,JUNIOR COLLEGES
NORWICH UNIVERSITY,NORTHFIELD,VT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WESTERN TECHNICAL COLLEGE,LA CROSSE,WI,JUNIOR COLLEGES
OHIO NORTHERN UNIVERSITY,ADA,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NORTHERN INSTITUTE OF COSMETOLOGY,LORAIN,OH,COSMETOLOGY AND BARBER SCHOOLS
YESHIVATH BETH MOSHE,SCRANTON,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF HOUSTON-SYSTEM ADMINISTRATION,HOUSTON,TX,EDUCATIONAL SUPPORT SERVICES
PAUL MITCHELL THE SCHOOL-ROANOKE,ROANOKE,VA,COSMETOLOGY AND BARBER SCHOOLS
WEST VIRGINIA UNIVERSITY AT PARKERSBURG,PARKERSBURG,WV,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PAUL MITCHELL THE SCHOOL-SAN DIEGO,SAN DIEGO,CA,COSMETOLOGY AND BARBER SCHOOLS
CABRILLO COLLEGE,APTOS,CA,JUNIOR COLLEGES
LAGUNA COLLEGE OF ART AND DESIGN,LAGUNA BEACH,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
DELMARVA BEAUTY ACADEMY,SALISBURY,MD,COSMETOLOGY AND BARBER SCHOOLS
SAN DIEGO COMMUNITY COLLEGE DISTRICT-DISTRICT OFFICE,SAN DIEGO,CA,EDUCATIONAL SUPPORT SERVICES
EASTERN ARIZONA COLLEGE,THATCHER,AZ,JUNIOR COLLEGES
WOODBURY UNIVERSITY,BURBANK,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CALIFORNIA STATE UNIVERSITY-DOMINGUEZ HILLS,CARSON,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ADAMS STATE UNIVERSITY,ALAMOSA,CO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
JOHNSON & WALES UNIVERSITY-DENVER,DENVER,CO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
KUTZTOWN UNIVERSITY OF PENNSYLVANIA,KUTZTOWN,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LA ROCHE UNIVERSITY,PITTSBURGH,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
THE UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
OSWEGO COUNTY BOCES,MEXICO,NY,OTHER TECHNICAL AND TRADE SCHOOLS
LA BELLE BEAUTY ACADEMY,MIAMI,FL,COSMETOLOGY AND BARBER SCHOOLS
THE BEAUTY INSTITUTE,WEST PALM BEACH,FL,COSMETOLOGY AND BARBER SCHOOLS
HILLTOP BEAUTY SCHOOL,DALY CITY,CA,COSMETOLOGY AND BARBER SCHOOLS
MENLO COLLEGE,ATHERTON,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CONCORDE CAREER COLLEGE-SAN BERNARDINO,SAN BERNARDINO,CA,JUNIOR COLLEGES
HYPNOSIS MOTIVATION INSTITUTE,TARZANA,CA,OTHER TECHNICAL AND TRADE SCHOOLS
QUINEBAUG VALLEY COMMUNITY COLLEGE,DANIELSON,CT,JUNIOR COLLEGES
MANCHESTER UNIVERSITY,NORTH MANCHESTER,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EASTERN KENTUCKY UNIVERSITY,RICHMOND,KY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LONGY SCHOOL OF MUSIC OF BARD COLLEGE,CAMBRIDGE,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
KENNEBEC VALLEY COMMUNITY COLLEGE,FAIRFIELD,ME,JUNIOR COLLEGES
RESEARCH COLLEGE OF NURSING,KANSAS CITY,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MCDOWELL TECHNICAL COMMUNITY COLLEGE,MARION,NC,JUNIOR COLLEGES
SAINT AUGUSTINE'S UNIVERSITY,RALEIGH,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MONTESSORI EDUCATION CENTER OF THE ROCKIES,BOULDER,CO,OTHER TECHNICAL AND TRADE SCHOOLS
IOWA SCHOOL OF BEAUTY-MARSHALLTOWN,MARSHALLTOWN,IA,COSMETOLOGY AND BARBER SCHOOLS
HEBREW THEOLOGICAL COLLEGE,SKOKIE,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PEIRCE COLLEGE,PHILADELPHIA,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CHAMINADE UNIVERSITY OF HONOLULU,HONOLULU,HI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BELMONT ABBEY COLLEGE,BELMONT,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LINDENWOOD UNIVERSITY,SAINT CHARLES,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
STOCKTON CHRISTIAN LIFE COLLEGE,STOCKTON,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PREMIER ACADEMY OF COSMETOLOGY,MCALESTER,OK,COSMETOLOGY AND BARBER SCHOOLS
YESHIVA GEDOLA TIFERES YAAKOV YITZCHOK,LAKEWOOD,NJ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TUANA EUROPEAN BEAUTY ACADEMY,FORT COLLINS,CO,COSMETOLOGY AND BARBER SCHOOLS
ARIZONA COLLEGE-TEMPE,TEMPE,AZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
KENNETH SHULER SCHOOL OF COSMETOLOGY-ROCK HILL,ROCK HILL,SC,COSMETOLOGY AND BARBER SCHOOLS
UNIVERSITY OF WISCONSIN COLLEGES FLEX,MADISON,WI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NO GREASE BARBER SCHOOL,CHARLOTTE,NC,COSMETOLOGY AND BARBER SCHOOLS
ADVANTAGE CAREER INSTITUTE,EATONTOWN,NJ,OTHER TECHNICAL AND TRADE SCHOOLS
UNIVERSITY OF NEW HAMPSHIRE AT MANCHESTER,MANCHESTER,NH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ELITE ACADEMY OF HAIR DESIGN,BELLAIRE,OH,COSMETOLOGY AND BARBER SCHOOLS
ST PAUL'S SCHOOL OF NURSING-STATEN ISLAND,STATEN ISLAND,NY,JUNIOR COLLEGES
PLATT COLLEGE-LOS ANGELES,ALHAMBRA,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
HIGH DESERT MEDICAL COLLEGE,SALINAS,CA,OTHER TECHNICAL AND TRADE SCHOOLS
AVEDA ARTS & SCIENCES INSTITUTE-SAN ANTONIO,SAN ANTONIO,TX,COSMETOLOGY AND BARBER SCHOOLS
ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING,OVERLAND,MO,COSMETOLOGY AND BARBER SCHOOLS
COLORADO STATE UNIVERSITY-FORT COLLINS,FORT COLLINS,CO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PLATT COLLEGE-MCCANN-LEWISBURG,LEWISBURG,PA,JUNIOR COLLEGES
FAIRFAX UNIVERSITY OF AMERICA,FAIRFAX,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MED ACADEMY,HIALEAH,FL,OTHER TECHNICAL AND TRADE SCHOOLS
CHRISTIAN CULINARY ACADEMY,CANNON BEACH,OR,OTHER TECHNICAL AND TRADE SCHOOLS
HOUSE OF HEAVILIN BEAUTY COLLEGE-ACADEMY OF BEAUTY PROFESSIONALS,APPLETON,WI,COSMETOLOGY AND BARBER SCHOOLS
CHAMBERLAIN UNIVERSITY-CALIFORNIA,RANCHO CORDOVA,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
INSTITUTE FOR CLINICAL SOCIAL WORK,CHICAGO,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY SYSTEM OF MARYLAND,BALTIMORE,MD,EDUCATIONAL SUPPORT SERVICES
CHESAPEAKE COLLEGE,WYE MILLS,MD,JUNIOR COLLEGES
ACADEMY OF COSMETOLOGY,BOZEMAN,MT,COSMETOLOGY AND BARBER SCHOOLS
WIDENER UNIVERSITY,CHESTER,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF THE CUMBERLANDS,WILLIAMSBURG,KY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NORTH DAKOTA STATE UNIVERSITY-MAIN CAMPUS,FARGO,ND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF OREGON,EUGENE,OR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF RHODE ISLAND,KINGSTON,RI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF WISCONSIN-OSHKOSH,OSHKOSH,WI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
STAUNTON SCHOOL OF COSMETOLOGY,STAUNTON,VA,COSMETOLOGY AND BARBER SCHOOLS
GEMOLOGICAL INSTITUTE OF AMERICA-NEW YORK,NEW YORK,NY,OTHER TECHNICAL AND TRADE SCHOOLS
UNION COLLEGE,LINCOLN,NE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
THE MODERN COLLEGE OF DESIGN,KETTERING,OH,JUNIOR COLLEGES
WEST VIRGINIA JUNIOR COLLEGE-CHARLESTON,CHARLESTON,WV,JUNIOR COLLEGES
WESTMINSTER COLLEGE,FULTON,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UPPER VALLEY EDUCATORS INSTITUTE,LEBANON,NH,OTHER TECHNICAL AND TRADE SCHOOLS
TOMPKINS CORTLAND COMMUNITY COLLEGE,DRYDEN,NY,JUNIOR COLLEGES
TRINITY HEALTH SYSTEM SCHOOL OF NURSING,STEUBENVILLE,OH,OTHER TECHNICAL AND TRADE SCHOOLS
THOMAS UNIVERSITY,THOMASVILLE,GA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
VANGUARD COLLEGE OF COSMETOLOGY-BATON ROUGE,BATON ROUGE,LA,COSMETOLOGY AND BARBER SCHOOLS
ALBANY MEDICAL COLLEGE,ALBANY,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF ROCHESTER,ROCHESTER,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
RUSSELL SAGE COLLEGE,TROY,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ACADEMY OF HAIR DESIGN-JACKSON,JACKSON,MS,COSMETOLOGY AND BARBER SCHOOLS
THE SALON PROFESSIONAL ACADEMY-FT MYERS,FORT MYERS,FL,COSMETOLOGY AND BARBER SCHOOLS
UNITEK COLLEGE,FREMONT,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ADVANCED COLLEGE OF COSMETOLOGY,WAUPUN,WI,COSMETOLOGY AND BARBER SCHOOLS
CENTRAL WYOMING COLLEGE,RIVERTON,WY,JUNIOR COLLEGES
CORTIVA INSTITUTE-CROMWELL,CROMWELL,CT,OTHER TECHNICAL AND TRADE SCHOOLS
UNIVERSAL TECHNICAL INSTITUTE OF NORTHERN CALIFORNIA INC,SACRAMENTO,CA,OTHER TECHNICAL AND TRADE SCHOOLS
UNIVERSITY OF CENTRAL FLORIDA,ORLANDO,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
COLBY COMMUNITY COLLEGE,COLBY,KS,JUNIOR COLLEGES
PACIFIC RIM CHRISTIAN UNIVERSITY,HONOLULU,HI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PAUL MITCHELL THE SCHOOL-NORMAL,NORMAL,IL,COSMETOLOGY AND BARBER SCHOOLS
AVALON SCHOOL OF COSMETOLOGY,WORTHINGTON,MN,COSMETOLOGY AND BARBER SCHOOLS
WEST COAST UNIVERSITY-ONTARIO,ONTARIO,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
GURNICK ACADEMY OF MEDICAL ARTS,SAN MATEO,CA,FINE ARTS SCHOOLS
STRAYER UNIVERSITY-GLOBAL REGION,WASHINGTON,DC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
REMINGTON COLLEGE-HEATHROW CAMPUS,LAKE MARY,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
JEFFERSON STATE COMMUNITY COLLEGE,BIRMINGHAM,AL,JUNIOR COLLEGES
FUTURA CAREER INSTITUTE,HIALEAH,FL,OTHER TECHNICAL AND TRADE SCHOOLS
THE BARBER SCHOOL,MIDVALE,UT,COSMETOLOGY AND BARBER SCHOOLS
HEALTHCARE TRAINING INSTITUTE,KENNER,LA,OTHER TECHNICAL AND TRADE SCHOOLS
INTERAMERICAN TECHNICAL INSTITUTE,MIAMI,FL,COMPUTER TRAINING
LEBANON COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,LEBANON,PA,OTHER TECHNICAL AND TRADE SCHOOLS
BARBER INSTITUTE OF TEXAS,LONGVIEW,TX,COSMETOLOGY AND BARBER SCHOOLS
PREPARING PEOPLE BARBER STYLING COLLEGE,DALLAS,TX,COSMETOLOGY AND BARBER SCHOOLS
UNIVERSITY OF PHOENIX-GEORGIA,ATLANTA,GA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF PHOENIX-LOUISIANA,BATON ROUGE,LA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BRIDGEVALLEY COMMUNITY & TECHNICAL COLLEGE,SOUTH CHARLESTON,WV,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ARIZONA COLLEGE-LAS VEGAS,LAS VEGAS,NV,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EASTERN SUFFOLK BOCES,OAKDALE,NY,OTHER TECHNICAL AND TRADE SCHOOLS
AMERICAN COLLEGE OF BARBERING,LOUISVILLE,KY,COSMETOLOGY AND BARBER SCHOOLS
DELTA COLLEGE,UNIVERSITY CENTER,MI,JUNIOR COLLEGES
SOUTHWESTERN COMMUNITY COLLEGE,SYLVA,NC,JUNIOR COLLEGES
TRI-COUNTY COMMUNITY COLLEGE,MURPHY,NC,JUNIOR COLLEGES
MEDIATECH INSTITUTE-DALLAS,DALLAS,TX,OTHER TECHNICAL AND TRADE SCHOOLS
NEBRASKA COLLEGE OF TECHNICAL AGRICULTURE,CURTIS,NE,JUNIOR COLLEGES
GARY MANUEL AVEDA INSTITUTE,SEATTLE,WA,COSMETOLOGY AND BARBER SCHOOLS
EMPIRE BEAUTY SCHOOL-PARAMUS,PARAMUS,NJ,COSMETOLOGY AND BARBER SCHOOLS
EMPIRE BEAUTY SCHOOL-MORROW,MORROW,GA,COSMETOLOGY AND BARBER SCHOOLS
STRAYER UNIVERSITY-ARKANSAS,LITTLE ROCK,AR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
STEVENS-HENAGER COLLEGE,BOISE,ID,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EVOLVE BEAUTY ACADEMY,WASHING,MO,COSMETOLOGY AND BARBER SCHOOLS
TRICOCI UNIVERSITY OF BEAUTY CULTURE-GLENDALE HEIGHTS,GLENDALE HEIGHTS,IL,COSMETOLOGY AND BARBER SCHOOLS
CRAFTON HILLS COLLEGE,YUCAIPA,CA,JUNIOR COLLEGES
LU ROSS ACADEMY,VENTURA,CA,COSMETOLOGY AND BARBER SCHOOLS
NORTHERN BAPTIST THEOLOGICAL SEMINARY,LISLE,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ROSS MEDICAL EDUCATION CENTER-FORT WAYNE,FORT WAYNE,IN,OTHER TECHNICAL AND TRADE SCHOOLS
BRISTOL TECHNICAL EDUCATION CENTER,BRISTOL,CT,OTHER TECHNICAL AND TRADE SCHOOLS
TRINE UNIVERSITY,ANGOLA,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CHEYNEY UNIVERSITY OF PENNSYLVANIA,CHEYNEY,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
KEISER UNIVERSITY-FT LAUDERDALE,FORT LAUDERDALE,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,CUMBERLAND,KY,JUNIOR COLLEGES
CAREER AND TECHNOLOGY EDUCATION CENTERS OF LICKING COUNTY,NEWARK,OH,OTHER TECHNICAL AND TRADE SCHOOLS
PARADISE VALLEY COMMUNITY COLLEGE,PHOENIX,AZ,JUNIOR COLLEGES
MODERN TECHNOLOGY SCHOOL,FOUNTAIN VALLEY,CA,OTHER TECHNICAL AND TRADE SCHOOLS
SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CENTRAL ARIZONA COLLEGE,COOLIDGE,AZ,JUNIOR COLLEGES
BAKER UNIVERSITY,BALDWIN CITY,KS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
DODGE CITY COMMUNITY COLLEGE,DODGE CITY,KS,JUNIOR COLLEGES
ATHENS TECHNICAL COLLEGE,ATHENS,GA,JUNIOR COLLEGES
WESTERN DAKOTA TECHNICAL INSTITUTE,RAPID CITY,SD,JUNIOR COLLEGES
AUSTIN PEAY STATE UNIVERSITY,CLARKSVILLE,TN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY,EDINBURG,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MCLENNAN COMMUNITY COLLEGE,WACO,TX,JUNIOR COLLEGES
PURDUE UNIVERSITY FORT WAYNE,FORT WAYNE,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-ELIZABETHTON,ELIZABETHTON,TN,OTHER TECHNICAL AND TRADE SCHOOLS
INTERNATIONAL BUSINESS COLLEGE-EL PASO,EL PASO,TX,JUNIOR COLLEGES
ALLEGHENY COLLEGE,MEADVILLE,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PIVOT POINT ACADEMY,BLOOMINGDALE,IL,COSMETOLOGY AND BARBER SCHOOLS
PIEDMONT TECHNICAL COLLEGE,GREENWOOD,SC,JUNIOR COLLEGES
LINCOLN MEMORIAL UNIVERSITY,HARROGATE,TN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PLATT COLLEGE-MOORE,MOORE,OK,JUNIOR COLLEGES
TEXAS HEALTH SCHOOL,HOUSTON,TX,OTHER TECHNICAL AND TRADE SCHOOLS
CHARLESTON SCHOOL OF LAW,CHARLESTON,SC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EMPIRE BEAUTY SCHOOL-CHANDLER,CHANDLER,AZ,COSMETOLOGY AND BARBER SCHOOLS
BERRY COLLEGE,MOUNT BERRY,GA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SOUTHEASTERN ILLINOIS COLLEGE,HARRISBURG,IL,JUNIOR COLLEGES
VILLANOVA UNIVERSITY,VILLANOVA,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CAMPBELLSVILLE UNIVERSITY,CAMPBELLSVILLE,KY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ATLANTA'S JOHN MARSHALL LAW SCHOOL,ATLANTA,GA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
COLLEGE OF SOUTHERN MARYLAND,LA PLATA,MD,JUNIOR COLLEGES
HILLYARD TECHNICAL CENTER,SAINT JOSEPH,MO,OTHER TECHNICAL AND TRADE SCHOOLS
HARRIS SCHOOL OF BUSINESS-CHERRY HILL CAMPUS,CHERRY HILL,NJ,BUSINESS AND SECRETARIAL SCHOOLS
OTTAWA UNIVERSITY-MILWAUKEE,BROOKFIELD,WI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CHESTER CAREER COLLEGE,CHESTER,VA,JUNIOR COLLEGES
TRIDENT TECHNICAL COLLEGE,CHARLESTON,SC,JUNIOR COLLEGES
OREGON COLLEGE OF ART AND CRAFT,PORTLAND,OR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LUNA COMMUNITY COLLEGE,LAS VEGAS,NM,JUNIOR COLLEGES
SUFFOLK COUNTY COMMUNITY COLLEGE,SELDEN,NY,JUNIOR COLLEGES
CUNY BROOKLYN COLLEGE,BROOKLYN,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LITTLE PRIEST TRIBAL COLLEGE,WINNEBAGO,NE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS,PENSACOLA,FL,OTHER TECHNICAL AND TRADE SCHOOLS
MCCORMICK THEOLOGICAL SEMINARY,CHICAGO,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MEADVILLE LOMBARD THEOLOGICAL SCHOOL,CHICAGO,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LINCOLN TECHNICAL INSTITUTE-WHITESTONE,WHITESTONE,NY,OTHER TECHNICAL AND TRADE SCHOOLS
PROFESSIONAL'S CHOICE HAIR DESIGN ACADEMY,JOLIET,IL,COSMETOLOGY AND BARBER SCHOOLS
HAYWOOD COMMUNITY COLLEGE,CLYDE,NC,JUNIOR COLLEGES
ST JOSEPH SCHOOL OF NURSING,NASHUA,NH,JUNIOR COLLEGES
RABBINICAL COLLEGE OF AMERICA,MORRISTOWN,NJ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CHARLES STUART SCHOOL OF DIAMOND SETTING,BROOKLYN,NY,OTHER TECHNICAL AND TRADE SCHOOLS
MOLER-PICKENS BEAUTY ACADEMY,FAIRFIELD,OH,COSMETOLOGY AND BARBER SCHOOLS
CENTER FOR ADVANCED LEGAL STUDIES,HOUSTON,TX,JUNIOR COLLEGES
NASHOTAH HOUSE,NASHOTAH,WI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PINE MANOR COLLEGE,CHESTNUT HILL,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BECKER COLLEGE,WORCESTER,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
OHR HAMEIR THEOLOGICAL SEMINARY,PEEKSKILL,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
METHODIST UNIVERSITY,FAYETTEVILLE,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF DAYTON,DAYTON,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
YESHIVAH GEDOLAH RABBINICAL COLLEGE,MIAMI BEACH,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
REMINGTON COLLEGE-LITTLE ROCK CAMPUS,LITTLE ROCK,AR,JUNIOR COLLEGES
COLUMBUS TECHNICAL COLLEGE,COLUMBUS,GA,JUNIOR COLLEGES
HERZING UNIVERSITY-KENNER,KENNER,LA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
DIMAN REGIONAL TECHNICAL INSTITUTE,FALL RIVER,MA,OTHER TECHNICAL AND TRADE SCHOOLS
PCI ACADEMY-AMES,AMES,IA,COSMETOLOGY AND BARBER SCHOOLS
CHEEKS BEAUTY ACADEMY,CHEYENNE,WY,COSMETOLOGY AND BARBER SCHOOLS
CALIFORNIA STATE UNIVERSITY-CHANNEL ISLANDS,CAMARILLO,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS-AUSTIN,AUSTIN,TX,FINE ARTS SCHOOLS
MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE,HUNTINGTON,WV,JUNIOR COLLEGES
SOMA INSTITUTE-THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY,CHICAGO,IL,OTHER TECHNICAL AND TRADE SCHOOLS
WILKES COMMUNITY COLLEGE,WILKESBORO,NC,JUNIOR COLLEGES
COMMUNITY COLLEGE OF AURORA,AURORA,CO,JUNIOR COLLEGES
FRANKLIN UNIVERSITY,COLUMBUS,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SAINT MARY-OF-THE-WOODS COLLEGE,SAINT MARY OF THE WOODS,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WRIGHT STATE UNIVERSITY-MAIN CAMPUS,DAYTON,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
JOHN A GUPTON COLLEGE,NASHVILLE,TN,JUNIOR COLLEGES
